"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","TARGET_GROUP","TARGET_GROUP_DESCRIPTION","NUMBER_TARGET","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_BOOSTER_DOSE","N_VACC_UNKNOWN","PARTIALLY_VACCINATED","NOT_VACCINATED","COMMENTS"
"SAU","Saudi Arabia","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-03",2022,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",1917676,975621,906771,589923,0,68850,942055,NA
"SAU","Saudi Arabia","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-03",2022,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",79561,7154,19397,46503,0,-12243,72407,NA
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,NA,NA,175398,NA,NA,NA,"The values reflected here, are (paper based/registry books), due to issues with our electronic system from the reporting side "
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",NA,424310,93074,6349,NA,331236,NA,NA
"SDN","Sudan","EMR","MENA","AMC","Least developed","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,257271,99107,1520,NA,158164,NA,"((This is the first time we report from the registry books , that is why you will find discrepancies in the values))The values reflected here, are (paper based/registry books), due to issues with our electronic system from the reporting side "
"SEN","Senegal","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,4826517,920894,NA,NA,3905623,NA,NA
"SEN","Senegal","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,601389,572739,NA,NA,28650,NA,NA
"SEN","Senegal","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,488176,298161,NA,NA,190015,NA,NA
"SGP","Singapore","WPR","EAPRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,72965,72965,NA,NA,0,NA,NA
"SGP","Singapore","WPR","EAPRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,617626,614152,NA,NA,3474,NA,NA
"SLB","Solomon Islands","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","CO_MORBIDITY","People with co- morbidity",NA,20788,17856,1524,NA,2932,NA,NA
"SLB","Solomon Islands","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,7137,6550,1023,NA,587,NA,NA
"SLB","Solomon Islands","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,32642,24391,1851,NA,8251,NA,NA
"SLB","Solomon Islands","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","PW","Pregnant Women",NA,2037,1182,171,NA,855,NA,NA
"SLE","Sierra Leone","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,NA,NA,0,NA,NA,NA,NA
"SLE","Sierra Leone","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,0,0,NA,NA,0,NA,NA
"SLE","Sierra Leone","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-05",2022,5,"05-May","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,1971711,1302159,NA,NA,669552,NA,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",162811,120081,107191,NA,NA,12890,42730,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",782664,687333,673997,410495,NA,13336,95331,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",162811,148896,145042,99974,NA,3854,13915,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",11352,106241,104561,77501,NA,1680,-94889,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",40000,12314,8292,10061,NA,4022,27686,NA
"SLV","El Salvador","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",120000,137772,136604,102234,NA,1168,-17772,NA
"SMR","San Marino","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",934,899,817,295,0,82,35,NA
"SMR","San Marino","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",9552,8398,7757,7542,0,641,1154,NA
"SMR","San Marino","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",173,95,60,59,0,35,78,NA
"SOM","Somalia","EMR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,243747,160391,NA,NA,83356,NA,NA
"SOM","Somalia","EMR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",NA,320720,211041,NA,NA,109679,NA,NA
"SRB","Serbia","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",132819,94263,94356,0,0,-93,38556,NA
"SRB","Serbia","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1939602,1449125,1438676,0,0,10449,490477,NA
"SRB","Serbia","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",14700,10563,10306,0,16,257,4137,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,18625,18802,NA,NA,-177,NA,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,77548,72144,NA,NA,5404,NA,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,68105,61220,NA,NA,6885,NA,NA
"SSD","South Sudan","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,176296,173360,NA,NA,2936,NA,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,0,0,0,NA,0,NA,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,10242,8197,NA,NA,2045,NA,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,2151,1935,NA,NA,216,NA,NA
"STP","Sao Tome and Principe","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,8543,7168,NA,NA,1375,NA,NA
"SUR","Suriname","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",30000,NA,NA,NA,NA,NA,NA,"We are having hiccups with the analysis with the available vaccination data. We hope to soon introduce the DHIS system and be able to provide the requested information."
"SUR","Suriname","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",5500,NA,NA,NA,NA,NA,NA,"We are having hiccups with the analysis with the available vaccination data. We hope to soon introduce the DHIS system and be able to provide the requested information."
"SUR","Suriname","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",3000,NA,NA,NA,NA,NA,NA,"We are having hiccups with the analysis with the available vaccination data. We hope to soon introduce the DHIS system and be able to provide the requested information."
"SVK","Slovakia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1265088,953650,942800,777445,0,10850,311438,NA
"SVN","Slovenia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",43611,32306,30496,10292,0,1810,11305,NA
"SVN","Slovenia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",568751,465371,460639,344957,0,4732,103380,NA
"SWE","Sweden","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",123200,103400,76800,0,0,26600,19800,NA
"SWE","Sweden","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",2633757,2551289,2537281,2405057,0,14008,82468,NA
"SWE","Sweden","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",74894,70707,67092,0,0,3615,4187,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,26,NA,NA,NA,26,NA,"Long term care facilities are not mapped in the country, hence there is no target group"
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-10",2021,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,NA,NA,NA,NA,NA,NA,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_CHILRDEN","Children with co-morbidity",NA,2260,1016,NA,NA,1244,NA,"-2222"
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",NA,159829,142986,738,NA,16843,NA,"-2222"
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,160034,144043,70206,NA,15991,NA,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",31698,5482,3454,1068,NA,2028,26216,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,171452,151197,NA,NA,20255,NA,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,49216,29844,NA,NA,19372,NA,NA
"SWZ","Eswatini","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,105528,80056,NA,NA,25472,NA,NA
"SYC","Seychelles","AFR","ESARO","No","Developing","High income","High income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,0,0,0,NA,0,NA,NA
"SYC","Seychelles","AFR","ESARO","No","Developing","High income","High income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,78169,74399,34188,NA,3770,NA,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,8888,NA,NA,NA,8888,NA,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",2026350,506517,339539,NA,NA,166978,1519833,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",1125750,92621,61226,NA,NA,31395,1033129,NA
"SYR","Syrian Arab Republic","EMR","MENA","AMC","Developing","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",190000,83544,67675,NA,NA,15869,106456,NA
"TCD","Chad","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,83457,8964,NA,NA,74493,NA,NA
"TCD","Chad","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,43329,9469,NA,NA,33860,NA,NA
"TCD","Chad","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,328786,14130,NA,NA,314656,NA,NA
"TGO","Togo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,33090,30940,NA,NA,2150,NA,NA
"TGO","Togo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,311929,263340,NA,NA,48589,NA,NA
"THA","Thailand","SEAR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","CO_MORBIDITY","People with co- morbidity",6163095,5110918,4942848,2771217,NA,168070,1052177,"SEAR PG spreadsheet data as at 7-Sept-2022"
"THA","Thailand","SEAR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",1715000,1654264,1627964,1364815,NA,26300,60736,"SEAR PG spreadsheet data as at 7-Sept-2022"
"THA","Thailand","SEAR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",11136059,8664674,8309663,4531402,NA,355011,2471385,"SEAR PG spreadsheet data as at 7-Sept-2022"
"TJK","Tajikistan","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",111000,85609,82977,NA,NA,2632,25391,NA
"TKL","Tokelau","WPR",NA,NA,NA,NA,NA,"Associate","Associate Member","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,51,51,NA,NA,0,NA,NA
"TKL","Tokelau","WPR",NA,NA,NA,NA,NA,"Associate","Associate Member","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,46,46,NA,NA,0,NA,NA
"TKM","Turkmenistan","EUR","CEE-CIS","No","Economy in transition","Middle income","Upper middle income","Member","Member State","2021-11",2021,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",0,13107,7422,NA,0,5685,NA,NA
"TKM","Turkmenistan","EUR","CEE-CIS","No","Economy in transition","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",0,8482,1197,NA,0,7285,NA,NA
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,42729,14155,0,0,28574,NA,NA
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","CO_MORBIDITY","People with co- morbidity",66558,47266,24997,8020,NA,22269,19292,"SEAR PG spreadsheet data as at 7-Sept-2022"
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",40000,59274,46950,18779,NA,12324,-19274,"SEAR PG spreadsheet data as at 7-Sept-2022"
"TLS","Timor-Leste","SEAR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",104000,79405,68055,20509,NA,11350,24595,"SEAR PG spreadsheet data as at 7-Sept-2022"
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","CO_MORBIDITY","People with co- morbidity",NA,26861,25890,18663,NA,971,NA,NA
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,1165,1161,992,NA,4,NA,NA
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,12679,12342,9488,NA,337,NA,NA
"TON","Tonga","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","PW","Pregnant Women",NA,680,609,NA,NA,71,NA,NA
"TTO","Trinidad and Tobago","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",NA,38700,NA,NA,NA,38700,NA,NA
"TTO","Trinidad and Tobago","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",15350,NA,NA,NA,NA,NA,NA,NA
"TTO","Trinidad and Tobago","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",5000,300,NA,NA,NA,300,4700,NA
"TTO","Trinidad and Tobago","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-08",2021,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,3000,NA,NA,NA,3000,NA,NA
"TTO","Trinidad and Tobago","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-08",2021,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,172,NA,NA,NA,172,NA,NA
"TUV","Tuvalu","WPR","EAPRO","AMC","Least developed","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,154,154,NA,NA,0,NA,NA
"TUV","Tuvalu","WPR","EAPRO","AMC","Least developed","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,261,261,NA,NA,0,NA,NA
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,NA,208850,NA,NA,NA,NA,NA
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",150000,72512,55674,NA,NA,16838,77488,"No comment"
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",NA,732178,562158,NA,NA,170020,NA,NA
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",570000,38427,29504,NA,NA,8923,531573,"No comment"
"TZA","United Republic of Tanzania","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,75770,75638,NA,NA,132,NA,NA
"UGA","Uganda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,20018,4518,NA,NA,15500,NA,NA
"UGA","Uganda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,213224,47103,NA,NA,166121,NA,NA
"UGA","Uganda","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-09",2022,9,"09-September","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,213681,136184,NA,NA,77497,NA,NA
